,time,avg,replicas,for pod
0,1672441116217.946,89.69284300000001,3,"[16.60572, 50.870267, 22.216856]"
1,1672441131403.8054,155.551898,4,"[44.366404, 46.563593, 39.202155, 25.419746]"
2,1672441146630.5022,150.746924,4,"[44.366404, 49.541422, 49.873826, 6.965272]"
3,1672441161823.9773,57.44651399999999,3,"[25.684054, 16.962089, 14.800371]"
4,1672441177009.3914,48.933718,2,"[25.684054, 23.249664]"
5,1672441192193.3342,69.17567,2,"[42.688842, 26.486828]"
6,1672441207375.0613,81.856826,2,"[49.791036, 32.06579]"
7,1672441222560.7783,67.719032,2,"[49.799829, 17.919203]"
8,1672441237734.1782,66.9106,2,"[49.799829, 17.110771]"
9,1672441252917.0823,57.326809999999995,2,"[49.875336, 7.451474]"
10,1672441268096.5095,70.994079,2,"[49.875336, 21.118743]"
11,1672441283276.084,69.060511,2,"[50.196902, 18.863609]"
12,1672441298452.48,71.984894,2,"[49.585964, 22.39893]"
13,1672441313631.6353,67.903904,2,"[50.090828, 17.813076]"
14,1672441328828.5833,75.64548500000001,2,"[49.909816, 25.735669]"
