,time,master,worker
0,1672484406848.3345,6247.556,11250.892
1,1672484391817.576,6243.128,11384.776
2,1672484376781.9358,6223.472,11480.784
3,1672484361750.0073,6381.804,11578.944
4,1672484346716.535,6251.228,11269.436
5,1672484331680.8464,6239.896,11582.06
6,1672484316659.7632,6218.644,11206.684
7,1672484301625.5098,6371.5,11114.44
8,1672484286598.395,6269.632,11424.956
9,1672484271562.3728,6234.292,11068.756
10,1672484256529.6992,6197.208,11400.02
11,1672484241501.9543,6376.908,11405.144
12,1672484226466.2412,6268.032,11546.068
13,1672484211439.3357,6242.268,11594.164
14,1672484196405.856,6123.948,11442.096
15,1672484181381.5256,6195.88,10707.528
