,time,avg,replicas,for pod
0,1672484181534.7827,31.352,1,[31.352]
1,1672484196795.4795,31.868,1,[31.868]
2,1672484212084.8953,116.50800000000001,4,"[28.748, 28.664, 31.164, 27.932]"
3,1672484227359.6963,236.87999999999997,8,"[33.468, 30.212, 23.924, 32.992, 27.564, 29.836, 30.628, 28.256]"
4,1672484242602.078,101.024,3,"[34.972, 35.14, 30.912]"
5,1672484257830.1133,31.208,1,[31.208]
6,1672484273105.5957,31.656,1,[31.656]
7,1672484288417.0447,113.392,4,"[28.464, 29.088, 30.296, 25.544]"
8,1672484303741.0894,30.268,1,[30.268]
9,1672484318969.8076,31.868,1,[31.868]
10,1672484334298.9827,32.332,1,[32.332]
11,1672484349530.5378,85.164,3,"[30.264, 25.644, 29.256]"
12,1672484364786.4663,30.364,1,[30.364]
13,1672484380016.484,32.984,1,[32.984]
14,1672484395256.9219,31.844,1,[31.844]
