,time,master,worker
0,1672484406848.3345,382.00572,5222.67938
1,1672484391817.576,369.59099,6071.421004
2,1672484376781.9358,685.434651,5483.319904
3,1672484361750.0073,468.815271,6453.305119
4,1672484346716.535,298.826389,5592.726231
5,1672484331680.8464,413.797533,6590.228236
6,1672484316659.7632,920.37537,5888.512853
7,1672484301625.5098,532.11154,5409.14013
8,1672484286598.395,311.881503,6459.759917
9,1672484271562.3728,450.144394,4854.823213
10,1672484256529.6992,919.804966,6260.281975
11,1672484241501.9543,502.871534,5532.762249
12,1672484226466.2412,256.918169,6327.744844
13,1672484211439.3357,551.652999,5844.095933
14,1672484196405.856,237.413581,6283.874965
15,1672484181381.5256,411.544068,5625.285076
