,time,avg,replicas,for pod
0,1672484181534.7827,47.41817,1,[47.41817]
1,1672484196795.4795,50.061896,1,[50.061896]
2,1672484212084.8953,156.46945699999998,4,"[48.213344, 43.060334, 50.963836, 14.231943]"
3,1672484227359.6963,192.14249600000002,8,"[11.601745, 15.069096, 47.951732, 9.785883, 13.045287, 40.093442, 40.954262, 13.641049]"
4,1672484242602.078,84.194959,3,"[33.674365, 32.853374, 17.66722]"
5,1672484257830.1133,49.349596,1,[49.349596]
6,1672484273105.5957,49.646001,1,[49.646001]
7,1672484288417.0447,157.428628,4,"[33.841883, 46.746972, 28.78065, 48.059123]"
8,1672484303741.0894,18.593259,1,[18.593259]
9,1672484318969.8076,48.788466,1,[48.788466]
10,1672484334298.9827,50.371798,1,[50.371798]
11,1672484349530.5378,122.112378,3,"[43.846196, 47.741559, 30.524623]"
12,1672484364786.4663,14.27211,1,[14.27211]
13,1672484380016.484,49.457519,1,[49.457519]
14,1672484395256.9219,49.982206,1,[49.982206]
