,time,master,worker
0,1672476412061.2808,6220.924,11735.588
1,1672476397027.4553,6136.244,11412.112
2,1672476381992.5842,6107.892,11548.708
3,1672476366970.9746,6216.968,11175.604
4,1672476351934.92,6211.36,11496.696
5,1672476336902.4536,6121.948,11299.044
6,1672476321871.5781,6120.016,11536.748
7,1672476306838.0337,6285.964,11353.0
8,1672476291805.728,6234.592,11640.436
9,1672476276770.2136,6146.6,11215.1
10,1672476261735.0872,6107.888,11543.936
11,1672476246699.1301,6199.168,11230.408
12,1672476231674.0874,6167.916,11591.36
13,1672476216646.861,6120.472,11315.976
14,1672476201622.662,6225.928,11687.8
15,1672476186590.1592,6198.796,11467.308
