,time,avg,replicas,for pod
0,1672822409137.9626,65.103566,2,"[15.359537, 49.744029]"
1,1672822424307.744,71.634555,2,"[22.009702, 49.624853]"
2,1672822439485.6304,122.73208499999998,4,"[46.350187, 11.003558, 50.150469, 15.227871]"
3,1672822454672.192,118.751644,4,"[37.400958, 19.189756, 50.150469, 12.010461]"
4,1672822470077.2783,128.20764,4,"[47.259882, 18.789296, 44.164023, 17.994439]"
5,1672822485267.2373,50.057053,1,[50.057053]
6,1672822500444.369,50.344149,1,[50.344149]
7,1672822515609.5334,102.126858,3,"[12.835813, 39.106725, 50.18432]"
8,1672822530785.8086,99.165022,3,"[16.427915, 38.307642, 44.429465]"
9,1672822545979.145,106.824784,3,"[25.753474, 36.641845, 44.429465]"
10,1672822561214.9626,119.510973,3,"[28.283431, 42.031445, 49.196097]"
11,1672822576402.1646,0.0,0,[]
12,1672822591570.6545,50.798455,1,[50.798455]
13,1672822606741.5054,49.442559,1,[49.442559]
14,1672822621924.3435,142.104016,3,"[44.235352, 49.174624, 48.69404]"
