,time,avg,replicas,for pod
0,1672488220054.728,129.924264,4,"[43.998123, 23.381373, 12.722418, 49.82235]"
1,1672488235219.438,143.992664,5,"[47.700586, 16.492339, 16.322512, 13.187164, 50.290063]"
2,1672488250381.4841,125.05654899999999,5,"[24.79942, 28.26855, 13.016476, 13.628976, 45.343127]"
3,1672488265544.7673,14.103901,1,[14.103901]
4,1672488280710.2742,49.877281,1,[49.877281]
5,1672488295872.1218,50.082008,1,[50.082008]
6,1672488311034.584,98.354056,2,"[48.178574, 50.175482]"
7,1672488326302.6445,75.109004,2,"[50.083503, 25.025501]"
8,1672488341511.694,72.754272,2,"[49.66814, 23.086132]"
9,1672488356678.8035,98.467846,3,"[49.66814, 31.270582, 17.529124]"
10,1672488371844.0312,139.578767,4,"[50.180061, 43.941841, 21.959442, 23.497423]"
11,1672488387001.374,16.828235,1,[16.828235]
12,1672488402161.2268,47.056159,1,[47.056159]
13,1672488417312.8828,50.993533,1,[50.993533]
14,1672488432478.6013,49.31644,1,[49.31644]
