,time,master,worker
0,1672488445409.3389,172.275576,6062.509794
1,1672488430384.6748,239.573339,5010.606864
2,1672488415350.4207,194.609985,5963.587178
3,1672488400316.5583,277.921428,5209.560182
4,1672488385283.3057,193.522404,6427.350652
5,1672488370249.4844,198.859013,5142.93803
6,1672488355214.8726,233.852621,6072.57481
7,1672488340178.897,177.038848,4778.261359
8,1672488325149.6545,179.839135,6127.297915
9,1672488310115.7607,250.926581,4747.995845
10,1672488295081.9321,187.354058,6120.236893
11,1672488280052.4856,287.24202,4955.393625
12,1672488265024.2773,183.21576,5928.750469
13,1672488249990.5735,753.558504,4963.6695
14,1672488234957.2444,154.248114,6047.667265
15,1672488219923.6643,284.168006,5665.99252
