,time,master,worker
0,1672488445409.3389,6176.976,11346.728
1,1672488430384.6748,6176.068,11002.604
2,1672488415350.4207,6176.588,11328.92
3,1672488400316.5583,6174.56,11000.144
4,1672488385283.3057,6204.244,11416.476
5,1672488370249.4844,6202.716,10944.768
6,1672488355214.8726,6202.0,11357.748
7,1672488340178.897,6170.672,11052.328
8,1672488325149.6545,6171.248,11376.312
9,1672488310115.7607,6169.792,11122.552
10,1672488295081.9321,6169.484,11393.788
11,1672488280052.4856,6165.688,11155.812
12,1672488265024.2773,6199.32,11477.112
13,1672488249990.5735,6194.404,11276.98
14,1672488234957.2444,6132.908,11477.632
15,1672488219923.6643,6194.836,11546.496
