,time,master,worker
0,1672480804464.486,6471.224,11690.816
1,1672480789429.8152,6321.184,11414.864
2,1672480774403.9944,6318.832,11598.428
3,1672480759375.376,6323.792,11352.5
4,1672480744348.369,6252.444,11530.624
5,1672480729315.0808,6195.18,11345.732
6,1672480714281.2896,6197.772,11479.936
7,1672480699246.1423,6311.152,11493.44
8,1672480684215.8064,6277.632,11583.74
9,1672480669184.3655,6222.088,11143.82
10,1672480654149.1157,6188.608,11678.764
11,1672480639121.52,6350.324,11725.928
12,1672480624088.4023,6239.548,11377.792
13,1672480609054.5544,6210.136,10845.864
14,1672480594020.9775,6204.96,11332.852
15,1672480578996.518,6170.936,10764.884
