,time,avg,replicas,for pod
0,1671788109730.318,26.613998,1,[26.613998]
1,1671788124891.825,50.252015,1,[50.252015]
2,1671788140060.0215,49.409038,1,[49.409038]
3,1671788155217.001,87.201522,2,"[48.711431, 38.490091]"
4,1671788170386.4746,69.082486,2,"[48.610994, 20.471492]"
5,1671788185565.5525,71.699445,2,"[50.21961, 21.479835]"
6,1671788200748.8237,116.35291400000001,3,"[49.137822, 50.447718, 16.767374]"
7,1671788215916.805,105.219322,3,"[43.620269, 45.35099, 16.248063]"
8,1671788231086.3137,103.26492,3,"[37.164841, 49.102642, 16.997437]"
9,1671788246240.1162,112.144711,4,"[48.43924, 37.201258, 15.651175, 10.853038]"
10,1671788261413.243,102.691206,4,"[39.845136, 34.853708, 16.288362, 11.704]"
11,1671788276576.6877,129.545852,4,"[38.649833, 44.275559, 24.41566, 22.2048]"
12,1671788291728.344,22.387868,1,[22.387868]
13,1671788306896.642,50.304982,1,[50.304982]
14,1671788322061.7117,13.688147,1,[13.688147]
