,time,avg,replicas,for pod
0,1672486059090.3809,50.666226,1,[50.666226]
1,1672486074275.5234,61.83897,2,"[24.38741, 37.45156]"
2,1672486089478.4153,66.46576400000001,2,"[17.32622, 49.139544]"
3,1672486104674.025,65.276723,2,"[14.624607, 50.652116]"
4,1672486119894.797,109.424849,3,"[12.923924, 49.162232, 47.338693]"
5,1672486135094.8325,95.889444,3,"[16.385806, 49.8769, 29.626738]"
6,1672486150293.0222,97.542517,3,"[21.538755, 46.377024, 29.626738]"
7,1672486165489.9443,131.69314,4,"[14.595442, 26.716391, 50.080331, 40.300976]"
8,1672486180718.7595,23.495054,1,[23.495054]
9,1672486195918.7712,48.648808,1,[48.648808]
10,1672486211121.7139,0.0,0,[]
11,1672486226305.9104,49.372122,1,[49.372122]
12,1672486241497.8738,68.057227,2,"[19.072311, 48.984916]"
13,1672486256730.449,81.011427,2,"[31.449163, 49.562264]"
14,1672486271921.009,72.302662,2,"[22.261409, 50.041253]"
