,time,avg,replicas,for pod
0,1672346276736.5889,38.412,1,[38.412]
1,1672346291920.2417,38.784,1,[38.784]
2,1672346307093.9197,66.616,2,"[38.784, 27.832]"
3,1672346322270.3972,68.448,2,"[39.8, 28.648]"
4,1672346337437.7166,67.744,2,"[39.024, 28.72]"
5,1672346352615.3403,67.776,2,"[39.14, 28.636]"
6,1672346367813.9243,67.712,2,"[38.624, 29.088]"
7,1672346382981.7932,68.968,2,"[38.536, 30.432]"
8,1672346398165.7917,68.58,2,"[39.428, 29.152]"
9,1672346413340.2664,67.576,2,"[38.656, 28.92]"
10,1672346428519.645,67.708,2,"[38.38, 29.328]"
11,1672346443701.7222,67.688,2,"[38.812, 28.876]"
12,1672346458909.1523,67.892,2,"[38.812, 29.08]"
13,1672346474093.0227,69.328,2,"[38.56, 30.768]"
14,1672346489271.0215,66.792,2,"[37.552, 29.24]"
