,time,avg,replicas,for pod
0,1672231508325.429,148.98379599999998,5,"[45.48163, 10.226285, 43.551518, 11.868354, 37.856009]"
1,1672231523486.1458,124.039063,5,"[26.243997, 9.454367, 33.587716, 12.955357, 41.797626]"
2,1672231538641.1592,13.674411,1,[13.674411]
3,1672231553790.9214,48.106228,1,[48.106228]
4,1672231568960.8933,50.151806,1,[50.151806]
5,1672231584144.5872,49.549368,1,[49.549368]
6,1672231599306.4158,74.756721,2,"[25.534243, 49.222478]"
7,1672231614472.7378,65.196145,2,"[15.44203, 49.754115]"
8,1672231629627.1199,59.595946,2,"[9.501424, 50.094522]"
9,1672231644783.6443,71.398973,2,"[21.567246, 49.831727]"
10,1672231659948.7537,117.082179,3,"[18.847289, 47.981655, 50.253235]"
11,1672231675106.3474,102.906856,3,"[16.847507, 36.141534, 49.917815]"
12,1672231690279.4387,95.18649400000001,3,"[18.928473, 37.720801, 38.53722]"
13,1672231705447.4502,145.867669,4,"[33.381685, 17.753537, 50.223269, 44.509178]"
14,1672231720614.1987,152.34117600000002,5,"[12.19716, 48.871012, 13.83132, 35.330917, 42.110767]"
