,time,master,worker
0,1672038275798.3203,6250.272,11415.144
1,1672038260769.7654,6251.004,11001.496
2,1672038245734.1917,6278.3,11477.224
3,1672038230699.0994,6278.292,11118.032
4,1672038215668.1975,6249.7,11449.28
5,1672038200633.3271,6248.872,11254.416
6,1672038185612.3845,6275.992,11579.196
7,1672038170577.5605,6275.496,11109.84
8,1672038155551.525,6246.072,11484.568
9,1672038140522.1992,6244.672,11264.248
10,1672038125491.71,6304.976,11566.36
11,1672038110457.6255,6304.128,11737.688
12,1672038095423.482,6242.968,11561.332
13,1672038080389.5408,6243.156,10925.072
14,1672038065356.141,6246.364,11511.316
15,1672038050322.4666,6177.976,11603.868
