,time,observed
0,1672483941389.402,3
1,1672483956640.7163,3
2,1672483971857.87,7
3,1672483987100.4248,7
4,1672484002353.6667,9
5,1672484017590.704,1
6,1672484032831.3733,1
7,1672484048055.189,4
8,1672484063308.6282,4
9,1672484078633.8523,1
10,1672484093857.3577,1
11,1672484109092.7336,4
12,1672484124326.2522,4
13,1672484139551.7986,6
14,1672484154842.4546,8
