,time,avg,replicas,for pod
0,1672482740771.2156,33.224,1,[33.224]
1,1672482756012.0815,61.132,2,"[28.156, 32.976]"
2,1672482771269.5159,149.624,5,"[30.172, 25.024, 33.696, 30.52, 30.212]"
3,1672482786525.986,30.468,1,[30.468]
4,1672482801774.431,32.728,1,[32.728]
5,1672482817015.5103,30.516,1,[30.516]
6,1672482832277.9233,127.912,4,"[29.3, 31.176, 33.876, 33.56]"
7,1672482847502.8914,30.56,1,[30.56]
8,1672482862716.376,32.572,1,[32.572]
9,1672482877953.954,0.0,0,[]
10,1672482893185.9373,122.72800000000001,4,"[30.104, 33.884, 31.108, 27.632]"
11,1672482908509.6565,36.44,1,[36.44]
12,1672482923737.3745,36.44,1,[36.44]
13,1672482938971.6924,37.896,1,[37.896]
14,1672482954204.9763,120.664,4,"[28.656, 25.364, 38.304, 28.34]"
