,time,avg,replicas,for pod
0,1672482740771.2156,50.584589,1,[50.584589]
1,1672482756012.0815,90.769358,2,"[40.908507, 49.860851]"
2,1672482771269.5159,206.42104400000002,5,"[29.091406, 48.375518, 48.81628, 35.838002, 44.299838]"
3,1672482786525.986,18.086653,1,[18.086653]
4,1672482801774.431,49.83361,1,[49.83361]
5,1672482817015.5103,49.059016,1,[49.059016]
6,1672482832277.9233,176.98520100000002,4,"[39.067035, 41.277092, 48.376061, 48.265013]"
7,1672482847502.8914,24.806054,1,[24.806054]
8,1672482862716.376,49.808726,1,[49.808726]
9,1672482877953.954,0.0,0,[]
10,1672482893185.9373,158.50903699999998,4,"[42.395491, 43.844611, 48.585842, 23.683093]"
11,1672482908509.6565,50.276784,1,[50.276784]
12,1672482923737.3745,50.276784,1,[50.276784]
13,1672482938971.6924,50.009918,1,[50.009918]
14,1672482954204.9763,141.45703400000002,4,"[22.870412, 48.305092, 49.819338, 20.462192]"
