,time,avg,replicas,for pod
0,1672478347971.2205,32.976,1,[32.976]
1,1672478363222.4316,91.96000000000001,3,"[30.684, 31.76, 29.516]"
2,1672478378453.9397,270.168,9,"[33.216, 30.352, 27.2, 34.292, 28.956, 29.328, 27.372, 24.004, 35.448]"
3,1672478393709.2327,393.42799999999994,13,"[33.216, 27.448, 30.672, 27.712, 34.584, 27.928, 29.28, 28.504, 27.532, 30.012, 33.58, 35.448, 27.512]"
4,1672478408986.0789,195.84,6,"[30.764, 31.344, 32.188, 32.248, 33.816, 35.48]"
5,1672478424249.8367,32.584,1,[32.584]
6,1672478439558.0112,32.168,1,[32.168]
7,1672478454835.9795,116.50800000000001,4,"[28.16, 30.332, 29.12, 28.896]"
8,1672478470062.6663,30.276,1,[30.276]
9,1672478485325.2244,33.072,1,[33.072]
10,1672478500553.182,32.464,1,[32.464]
11,1672478515820.8228,114.756,4,"[24.76, 30.064, 30.876, 29.056]"
12,1672478531102.195,30.852,1,[30.852]
13,1672478546330.0322,31.952,1,[31.952]
14,1672478561584.3367,32.404,1,[32.404]
