,time,avg,replicas,for pod
0,1672475466381.7488,0.429538,1,[0.429538]
1,1672475481525.638,23.97791,1,[23.97791]
2,1672475496682.6953,50.319593,1,[50.319593]
3,1672475511840.003,94.437674,2,"[47.993702, 46.443972]"
4,1672475526998.1309,28.575682,1,[28.575682]
5,1672475542159.1555,48.745557,1,[48.745557]
6,1672475557323.9856,125.24191400000001,3,"[38.703493, 38.910897, 47.627524]"
7,1672475572469.7004,17.861487,1,[17.861487]
8,1672475587619.4146,51.668884,1,[51.668884]
9,1672475602777.422,89.249515,2,"[48.932101, 40.317414]"
10,1672475617937.0215,30.695899,1,[30.695899]
11,1672475633214.389,49.801933,1,[49.801933]
12,1672475648382.3079,218.552974,5,"[39.850918, 47.823331, 46.72111, 47.678254, 36.479361]"
13,1672475663538.1545,27.682069,1,[27.682069]
14,1672475678710.722,48.628154,1,[48.628154]
