,time,avg,replicas,for pod
0,1672475466381.7488,28.756,1,[28.756]
1,1672475481525.638,32.124,1,[32.124]
2,1672475496682.6953,31.976,1,[31.976]
3,1672475511840.003,59.804,2,"[31.136, 28.668]"
4,1672475526998.1309,30.608,1,[30.608]
5,1672475542159.1555,31.216,1,[31.216]
6,1672475557323.9856,86.768,3,"[27.54, 28.796, 30.432]"
7,1672475572469.7004,30.596,1,[30.596]
8,1672475587619.4146,31.928,1,[31.928]
9,1672475602777.422,60.391999999999996,2,"[29.928, 30.464]"
10,1672475617937.0215,31.02,1,[31.02]
11,1672475633214.389,31.816,1,[31.816]
12,1672475648382.3079,138.728,5,"[28.996, 24.768, 31.528, 25.356, 28.08]"
13,1672475663538.1545,29.96,1,[29.96]
14,1672475678710.722,32.936,1,[32.936]
