,time,avg,replicas,for pod
0,1671870960020.088,1.476343,2,"[1.068062, 0.408281]"
1,1671870975210.4075,41.289242,1,[41.289242]
2,1671870990386.1304,49.751357,1,[49.751357]
3,1671871005574.2856,97.924012,2,"[47.704634, 50.219378]"
4,1671871020769.7056,68.173433,2,"[49.863617, 18.309816]"
5,1671871035946.8162,76.383938,2,"[49.863617, 26.520321]"
6,1671871051132.578,69.179942,2,"[49.947283, 19.232659]"
7,1671871066313.0034,115.31771400000001,3,"[50.055096, 17.229517, 48.033101]"
8,1671871081489.5823,104.34955,3,"[49.269101, 14.093346, 40.987103]"
9,1671871096678.0872,104.505405,3,"[35.202687, 21.687512, 47.615206]"
10,1671871111848.9001,104.517008,3,"[34.795718, 19.752429, 49.968861]"
11,1671871127031.8206,107.906435,3,"[39.31451, 18.927001, 49.664924]"
12,1671871142208.713,99.56902,3,"[37.690917, 12.43805, 49.440053]"
13,1671871157377.7456,79.80630500000001,3,"[49.6208, 10.884742, 19.300763]"
14,1671871172550.5215,90.091846,3,"[50.075562, 13.12646, 26.889824]"
