,time,avg,replicas,for pod
0,1672670511207.3384,31.584,1,[31.584]
1,1672670526377.0745,90.708,3,"[32.224, 23.924, 34.56]"
2,1672670541545.652,100.53200000000001,3,"[30.704, 35.268, 34.56]"
3,1672670556706.0698,30.516,1,[30.516]
4,1672670571874.1392,32.584,1,[32.584]
5,1672670587035.9307,32.492,1,[32.492]
6,1672670602202.932,119.74000000000001,4,"[28.6, 30.94, 31.732, 28.468]"
7,1672670617368.4438,30.908,1,[30.908]
8,1672670632545.4165,32.884,1,[32.884]
9,1672670647708.7036,31.608,1,[31.608]
10,1672670663001.945,114.21199999999999,4,"[31.288, 26.86, 27.088, 28.976]"
11,1672670678150.5537,31.48,1,[31.48]
12,1672670693312.505,31.396,1,[31.396]
13,1672670708478.7715,30.88,1,[30.88]
14,1672670723636.9263,30.928,1,[30.928]
