,time,observed
0,1672482260125.168,1
1,1672482275350.3638,5
2,1672482290576.0142,10
3,1672482305811.1956,1
4,1672482321045.8564,1
5,1672482336269.5205,5
6,1672482351492.0864,10
7,1672482366767.4958,11
8,1672482382049.6577,1
9,1672482397283.2112,1
10,1672482412540.8635,5
11,1672482427777.4297,9
12,1672482443000.042,1
13,1672482458219.6714,1
14,1672482473486.686,5
