,time,avg,replicas,for pod
0,1672482260125.168,31.08,1,[31.08]
1,1672482275350.3638,86.464,3,"[27.836, 29.82, 28.808]"
2,1672482290576.0142,200.58400000000003,7,"[34.532, 29.06, 26.688, 30.072, 27.496, 24.372, 28.364]"
3,1672482305811.1956,91.184,3,"[35.116, 29.404, 26.664]"
4,1672482321045.8564,30.412,1,[30.412]
5,1672482336269.5205,55.632000000000005,2,"[25.288, 30.344]"
6,1672482351492.0864,164.79200000000003,6,"[27.124, 28.036, 29.436, 30.512, 24.384, 25.3]"
7,1672482366767.4958,294.43999999999994,10,"[27.916, 28.464, 33.624, 33.584, 29.636, 27.836, 27.968, 27.992, 27.864, 29.556]"
8,1672482382049.6577,99.148,3,"[34.592, 29.4, 35.156]"
9,1672482397283.2112,31.984,1,[31.984]
10,1672482412540.8635,58.832,2,"[28.884, 29.948]"
11,1672482427777.4297,182.15999999999997,6,"[32.948, 25.668, 29.252, 35.224, 29.38, 29.688]"
12,1672482443000.042,55.804,2,"[25.78, 30.024]"
13,1672482458219.6714,31.536,1,[31.536]
14,1672482473486.686,59.548,2,"[28.876, 30.672]"
