,time,master,worker
0,1672477372638.5244,6222.072,11570.08
1,1672477357617.2388,6190.068,11526.46
2,1672477342581.4548,6312.512,11034.252
3,1672477327546.2935,6298.912,11635.968
4,1672477312510.9841,6202.084,11005.044
5,1672477297476.1265,6183.956,11459.32
6,1672477282441.254,6179.136,11116.352
7,1672477267405.6008,6334.396,11673.06
8,1672477252379.3442,6248.908,11339.356
9,1672477237345.8555,6207.188,11492.524
10,1672477222309.8547,6179.284,11558.808
11,1672477207276.1887,6538.444,11834.232
12,1672477192240.0898,6317.768,11458.16
13,1672477177203.952,6281.976,11662.428
14,1672477162182.585,6118.56,11310.472
15,1672477147146.7583,6158.988,11635.012
