,time,avg,replicas,for pod
0,1672477147294.8916,49.918834,1,[49.918834]
1,1672477162499.957,92.624397,2,"[47.260468, 45.363929]"
2,1672477177712.075,219.140868,6,"[47.542385, 17.503834, 30.120327, 33.137683, 42.649035, 48.187604]"
3,1672477192923.0703,248.46594299999998,9,"[39.56616, 22.062833, 22.404274, 12.623853, 9.797704, 47.216388, 45.477633, 30.731753, 18.585345]"
4,1672477208149.0024,306.466384,10,"[47.306022, 7.604693, 17.040514, 41.132049, 46.655158, 27.759097, 23.454428, 24.152238, 23.281261, 48.080924]"
5,1672477223374.2537,50.861238,1,[50.861238]
6,1672477238607.4749,49.854043,1,[49.854043]
7,1672477253824.4727,152.992176,4,"[36.9629, 47.930598, 38.936525, 29.162153]"
8,1672477269017.3394,6.613248,1,[6.613248]
9,1672477284212.353,48.462934,1,[48.462934]
10,1672477299438.0244,50.303013,1,[50.303013]
11,1672477314666.5496,49.360729,1,[49.360729]
12,1672477329862.2612,151.68573600000002,4,"[33.215138, 24.630905, 48.467871, 45.371822]"
13,1672477345115.0698,15.303971,1,[15.303971]
14,1672477360316.8748,48.779805,1,[48.779805]
