,time,avg,replicas,for pod
0,1672477147294.8916,32.356,1,[32.356]
1,1672477162499.957,59.592,2,"[31.58, 28.012]"
2,1672477177712.075,170.06400000000002,6,"[28.392, 30.212, 28.828, 25.932, 28.664, 28.036]"
3,1672477192923.0703,278.248,9,"[34.392, 30.52, 28.916, 28.216, 28.868, 33.312, 31.84, 34.204, 27.98]"
4,1672477208149.0024,276.28400000000005,9,"[23.924, 30.184, 30.244, 29.936, 32.912, 35.784, 33.728, 35.032, 24.54]"
5,1672477223374.2537,32.428,1,[32.428]
6,1672477238607.4749,32.68,1,[32.68]
7,1672477253824.4727,124.61200000000001,4,"[30.472, 34.272, 31.472, 28.396]"
8,1672477269017.3394,30.52,1,[30.52]
9,1672477284212.353,33.424,1,[33.424]
10,1672477299438.0244,34.512,1,[34.512]
11,1672477314666.5496,32.392,1,[32.392]
12,1672477329862.2612,123.568,4,"[31.124, 28.648, 31.016, 32.78]"
13,1672477345115.0698,31.248,1,[31.248]
14,1672477360316.8748,33.36,1,[33.36]
