,time,avg,replicas,for pod
0,1671805159991.4246,69.452,2,"[31.436, 38.016]"
1,1671805175162.0093,31.012,1,[31.012]
2,1671805190333.741,33.408,1,[33.408]
3,1671805205501.2,32.652,1,[32.652]
4,1671805220655.531,56.844,2,"[32.06, 24.784]"
5,1671805235860.033,67.672,2,"[31.712, 35.96]"
6,1671805251035.6294,67.14,2,"[30.796, 36.344]"
7,1671805266196.9568,96.252,3,"[28.052, 30.4, 37.8]"
8,1671805281361.638,129.86399999999998,4,"[28.208, 31.36, 32.984, 37.312]"
9,1671805296532.7,131.876,4,"[28.936, 30.488, 34.964, 37.488]"
10,1671805311707.3054,133.928,4,"[28.404, 31.46, 36.92, 37.144]"
11,1671805326887.6091,36.068,1,[36.068]
12,1671805342088.1235,36.068,1,[36.068]
13,1671805357247.948,37.512,1,[37.512]
14,1671805372410.6233,67.392,2,"[29.188, 38.204]"
