,time,avg,replicas,for pod
0,1672475946537.6555,29.972,1,[29.972]
1,1672475961702.42,30.932,1,[30.932]
2,1672475976870.4094,30.78,1,[30.78]
3,1672475992037.6033,87.868,3,"[30.704, 28.98, 28.184]"
4,1672476007205.742,29.46,1,[29.46]
5,1672476022405.1123,31.664,1,[31.664]
6,1672476037580.073,60.04,2,"[30.928, 29.112]"
7,1672476052741.9146,29.224,1,[29.224]
8,1672476067916.3777,30.512,1,[30.512]
9,1672476083088.2532,58.96,2,"[29.424, 29.536]"
10,1672476098258.9868,29.276,1,[29.276]
11,1672476113434.7896,31.476,1,[31.476]
12,1672476128596.733,59.400000000000006,2,"[29.576, 29.824]"
13,1672476143782.8206,29.756,1,[29.756]
14,1672476158960.023,30.884,1,[30.884]
