,time,avg,replicas,for pod
0,1672488460104.7368,72.518549,2,"[49.517481, 23.001068]"
1,1672488475266.6248,74.453964,2,"[50.33264, 24.121324]"
2,1672488490427.9846,69.08319,2,"[49.82568, 19.25751]"
3,1672488505594.2424,120.043688,3,"[48.596464, 47.89241, 23.554814]"
4,1672488520759.4363,93.35617699999999,3,"[49.760717, 28.155499, 15.439961]"
5,1672488535922.314,104.29164499999999,3,"[49.750001, 32.824647, 21.716997]"
6,1672488551106.132,22.406457,1,[22.406457]
7,1672488566266.1008,47.5979,1,[47.5979]
8,1672488581432.991,50.100801,1,[50.100801]
9,1672488596593.475,50.03434,1,[50.03434]
10,1672488611756.8923,79.736682,2,"[47.997131, 31.739551]"
11,1672488626929.6877,68.415946,2,"[47.377782, 21.038164]"
12,1672488642091.4875,66.15373,2,"[49.62396, 16.52977]"
13,1672488657255.0518,73.183957,2,"[50.600199, 22.583758]"
14,1672488672418.612,110.819674,3,"[44.984233, 49.425391, 16.41005]"
