,time,master,worker
0,1672742841048.929,6408.372,11629.528
1,1672742826013.6262,6307.552,11318.816
2,1672742810980.6355,6243.28,11465.06
3,1672742795947.2463,6153.62,11195.292
4,1672742780912.4668,6154.892,11424.892
5,1672742765877.9094,6217.32,11139.284
6,1672742750843.6448,6196.98,11372.348
7,1672742735809.1692,6279.132,11305.336
8,1672742720772.1165,6231.34,11464.692
9,1672742705736.8435,6209.384,11500.596
10,1672742690710.236,6219.668,11441.16
11,1672742675675.291,6446.904,11182.572
12,1672742660638.686,6269.492,11353.764
13,1672742645606.1316,6254.628,10798.996
14,1672742630576.1147,6203.012,11208.676
15,1672742615540.4573,6134.34,11502.78
