,time,master,worker
0,1672002014795.2175,6282.568,11534.1
1,1672001999759.5706,6256.956,11352.168
2,1672001984729.5527,6256.056,11459.972
3,1672001969706.3853,6227.236,11350.012
4,1672001954674.0908,6225.48,11481.08
5,1672001939645.717,6192.94,11317.664
6,1672001924611.2815,6198.144,11439.648
7,1672001909577.0317,6307.508,11385.6
8,1672001894552.6758,6283.952,11507.244
9,1672001879517.6218,6259.756,11424.556
10,1672001864481.9119,6216.708,11516.628
11,1672001849447.5134,6209.596,11404.292
12,1672001834411.9402,6205.848,11506.048
13,1672001819386.5603,6205.656,11352.432
14,1672001804356.888,6205.884,11435.536
15,1672001789334.6812,6300.788,11511.212
