,time,avg,replicas,for pod
0,1672489660723.3896,44.317078,1,[44.317078]
1,1672489675890.345,50.03559,1,[50.03559]
2,1672489691041.8374,50.254187,1,[50.254187]
3,1672489706202.1875,127.485319,3,"[48.048327, 30.565467, 48.871525]"
4,1672489721362.8665,90.956412,3,"[33.377071, 11.305106, 46.274235]"
5,1672489736533.2195,125.51829,4,"[25.476046, 29.815709, 24.521002, 45.705533]"
6,1672489751694.443,125.95385,4,"[17.586544, 48.005297, 14.656476, 45.705533]"
7,1672489766847.9624,156.47923899999998,5,"[19.129824, 48.825327, 18.069144, 32.713597, 37.741347]"
8,1672489782012.0583,17.518867,1,[17.518867]
9,1672489797178.2205,46.986076,1,[46.986076]
10,1672489812339.6926,50.290517,1,[50.290517]
11,1672489827504.4028,86.203744,2,"[37.230193, 48.973551]"
12,1672489842675.1785,67.83234900000001,2,"[18.283612, 49.548737]"
13,1672489857848.667,114.80766200000001,3,"[49.661851, 15.289572, 49.856239]"
14,1672489872999.0989,100.29036,3,"[42.23339, 29.732832, 28.324138]"
