,time,avg,replicas,for pod
0,1672489660723.3896,29.776,1,[29.776]
1,1672489675890.345,29.636,1,[29.636]
2,1672489691041.8374,31.308,1,[31.308]
3,1672489706202.1875,92.28399999999999,3,"[33.4, 29.26, 29.624]"
4,1672489721362.8665,101.684,3,"[35.048, 29.788, 36.848]"
5,1672489736533.2195,127.556,4,"[26.16, 35.788, 29.048, 36.56]"
6,1672489751694.443,130.64000000000001,4,"[28.04, 36.64, 29.4, 36.56]"
7,1672489766847.9624,159.232,5,"[28.456, 36.772, 29.12, 28.32, 36.564]"
8,1672489782012.0583,29.072,1,[29.072]
9,1672489797178.2205,30.668,1,[30.668]
10,1672489812339.6926,30.488,1,[30.488]
11,1672489827504.4028,64.392,2,"[30.508, 33.884]"
12,1672489842675.1785,67.792,2,"[30.372, 37.42]"
13,1672489857848.667,91.812,3,"[24.868, 29.672, 37.272]"
14,1672489872999.0989,101.44,3,"[34.964, 29.98, 36.496]"
