,time,master,worker
0,1672489886046.3845,189.355378,6605.847641
1,1672489871010.9119,153.237982,5440.499694
2,1672489855976.427,238.978433,6284.235271
3,1672489840935.6858,154.085488,5424.550007
4,1672489825899.1729,202.963092,6281.954251
5,1672489810865.1978,223.060884,5445.441574
6,1672489795830.417,369.834696,6575.996353
7,1672489780794.7983,205.394717,5309.985086
8,1672489765772.879,280.983961,6682.816706
9,1672489750749.2212,198.25564,4786.547336
10,1672489735713.423,285.709349,6039.422924
11,1672489720683.139,155.3337,4976.332712
12,1672489705649.4443,172.108882,6205.478262
13,1672489690626.6443,357.153132,5083.372171
14,1672489675592.5933,241.058121,6084.373307
15,1672489660558.8887,417.765477,5055.875732
