,time,avg,replicas,for pod
0,1672644334598.292,68.072,2,"[38.324, 29.748]"
1,1672644349766.28,69.50399999999999,2,"[39.016, 30.488]"
2,1672644364941.709,95.976,3,"[37.396, 28.176, 30.404]"
3,1672644380122.3154,154.576,5,"[37.912, 28.736, 29.296, 26.496, 32.136]"
4,1672644395289.1057,30.768,1,[30.768]
5,1672644410486.3428,31.352,1,[31.352]
6,1672644425659.9292,31.284,1,[31.284]
7,1672644440842.445,89.052,3,"[29.92, 28.328, 30.804]"
8,1672644456016.801,125.232,4,"[36.192, 30.748, 27.88, 30.412]"
9,1672644471183.9287,129.364,4,"[36.072, 35.076, 28.44, 29.776]"
10,1672644486360.7556,159.59199999999998,5,"[27.776, 36.608, 36.276, 28.528, 30.404]"
11,1672644501524.6626,30.464,1,[30.464]
12,1672644516699.2852,32.856,1,[32.856]
13,1672644531865.6812,32.052,1,[32.052]
14,1672644547057.6414,112.73599999999999,4,"[27.952, 29.584, 25.184, 30.016]"
