,time,avg,replicas,for pod
0,1671916108504.0742,31.224,1,[31.224]
1,1671916123679.1287,33.248,1,[33.248]
2,1671916138844.9702,33.908,1,[33.908]
3,1671916154003.9421,57.972,2,"[32.344, 25.628]"
4,1671916169170.6162,66.596,2,"[30.928, 35.668]"
5,1671916184346.4102,66.988,2,"[30.088, 36.9]"
6,1671916199525.4778,68.748,2,"[30.728, 38.02]"
7,1671916214694.4531,67.744,2,"[30.312, 37.432]"
8,1671916229859.1028,70.036,2,"[30.94, 39.096]"
9,1671916245016.9094,68.932,2,"[30.704, 38.228]"
10,1671916260181.5679,69.088,2,"[31.036, 38.052]"
11,1671916275349.1296,68.7,2,"[30.672, 38.028]"
12,1671916290517.6978,69.416,2,"[31.3, 38.116]"
13,1671916305695.483,70.092,2,"[31.836, 38.256]"
14,1671916320855.1824,69.22,2,"[30.94, 38.28]"
