,time,master,worker
0,1673453251619.466,6112.784,11449.42
1,1673453236584.9507,6088.016,11131.596
2,1673453221549.4436,6055.664,11418.348
3,1673453206524.4434,6060.16,11058.196
4,1673453191489.8936,6056.476,11382.008
5,1673453176464.3862,6056.708,11180.872
6,1673453161431.4036,6054.756,11402.58
7,1673453146396.8896,6056.224,11182.424
8,1673453131373.4146,6054.268,11379.652
9,1673453116340.3884,6084.488,11643.796
10,1673453101306.1829,6082.096,11459.288
11,1673453086271.518,6084.228,11610.044
12,1673453071250.3635,6051.452,11425.452
13,1673453056214.9404,6051.292,11501.9
14,1673453041179.4268,6052.024,11402.596
15,1673453026143.292,5986.848,11420.892
