,time,observed
0,1672404380962.652,4
1,1672404396142.427,4
2,1672404411317.3374,1
3,1672404426487.8188,1
4,1672404441679.4749,2
5,1672404456858.11,2
6,1672404472034.178,2
7,1672404487211.7253,2
8,1672404502397.8337,2
9,1672404517598.7126,3
10,1672404532773.3877,3
11,1672404547952.6047,3
12,1672404563135.4082,3
13,1672404578312.269,4
14,1672404593481.8125,1
