,time,avg,replicas,for pod
0,1671867358049.6748,55.184,2,"[25.268, 29.916]"
1,1671867373219.055,93.884,3,"[29.652, 29.556, 34.676]"
2,1671867388393.7708,96.084,3,"[30.164, 29.34, 36.58]"
3,1671867403589.0037,126.23600000000002,4,"[29.692, 29.824, 29.956, 36.764]"
4,1671867418842.338,152.09199999999998,5,"[28.968, 28.148, 29.824, 29.072, 36.08]"
5,1671867434011.022,36.684,1,[36.684]
6,1671867449183.992,66.208,2,"[37.74, 28.468]"
7,1671867464355.975,95.43199999999999,3,"[29.552, 36.952, 28.928]"
8,1671867479592.5752,129.68,4,"[27.14, 36.944, 37.12, 28.476]"
9,1671867494758.3037,159.756,5,"[28.388, 26.788, 37.852, 37.716, 29.012]"
10,1671867510002.3562,102.21199999999999,3,"[36.984, 36.312, 28.916]"
11,1671867525179.1301,28.552,1,[28.552]
12,1671867540348.7334,28.476,1,[28.476]
13,1671867555523.8525,28.976,1,[28.976]
14,1671867570709.9248,28.444,1,[28.444]
