,time,master,worker
0,1672822154220.329,245.988013,5701.287829
1,1672822139185.581,666.767196,6443.854901
2,1672822124153.5193,484.134714,5639.273187
3,1672822109119.0095,435.231189,6644.504146
4,1672822094084.3965,381.330282,5775.633873
5,1672822079064.3677,537.119065,6218.456682
6,1672822064035.5679,457.493671,6052.033126
7,1672822049002.623,430.678251,5710.190286
8,1672822033982.2815,329.874619,5372.327041
9,1672822018960.359,542.448841,5997.320296
10,1672822003924.7634,376.46183,5904.448327
11,1672821988889.7295,422.605902,6314.638558
12,1672821973854.3767,452.832863,5258.911186
13,1672821958819.1575,845.90407,6539.727455
14,1672821943779.3928,866.318439,5638.320127
15,1672821928743.4133,377.118642,6258.910637
