,time,master,worker
0,1672822154220.329,6284.024,11469.236
1,1672822139185.581,6307.476,11371.088
2,1672822124153.5193,6431.344,11153.612
3,1672822109119.0095,6399.796,11520.704
4,1672822094084.3965,6295.716,11205.208
5,1672822079064.3677,6278.344,11458.192
6,1672822064035.5679,6405.876,11339.376
7,1672822049002.623,6377.492,10853.276
8,1672822033982.2815,6285.908,11273.84
9,1672822018960.359,6279.612,11382.64
10,1672822003924.7634,6399.024,11403.492
11,1672821988889.7295,6364.156,11483.72
12,1672821973854.3767,6242.708,11215.576
13,1672821958819.1575,6302.268,11404.252
14,1672821943779.3928,6434.012,11251.428
15,1672821928743.4133,6340.72,11598.204
