,time,avg,replicas,for pod
0,1672038290705.8547,89.336,3,"[30.056, 30.244, 29.036]"
1,1672038305902.447,29.784,1,[29.784]
2,1672038321103.7852,31.396,1,[31.396]
3,1672038336302.6763,55.76,2,"[30.976, 24.784]"
4,1672038351513.3306,177.472,6,"[27.712, 32.832, 31.352, 30.096, 27.672, 27.808]"
5,1672038366706.716,30.112,1,[30.112]
6,1672038381905.2292,31.38,1,[31.38]
7,1672038397128.5222,86.548,3,"[25.968, 29.256, 31.324]"
8,1672038412315.5115,30.332,1,[30.332]
9,1672038427507.404,32.472,1,[32.472]
10,1672038442713.459,56.828,2,"[26.656, 30.172]"
11,1672038457908.9854,236.10000000000002,9,"[27.292, 26.088, 23.588, 23.444, 27.252, 27.992, 26.836, 30.172, 23.436]"
12,1672038473118.6306,267.628,10,"[27.296, 27.708, 27.74, 23.592, 23.664, 27.772, 29.48, 26.712, 30.172, 23.492]"
13,1672038488315.2961,82.656,3,"[27.916, 24.56, 30.18]"
14,1672038503518.6,29.928,1,[29.928]
