,time,avg,replicas,for pod
0,1672483221156.0686,38.776865,1,[38.776865]
1,1672483236431.3818,49.699298,1,[49.699298]
2,1672483251658.1357,179.079847,5,"[17.591792, 49.97212, 48.501826, 14.377028, 48.637081]"
3,1672483266887.2136,145.013715,5,"[13.832583, 49.133332, 41.508043, 13.183275, 27.356482]"
4,1672483282122.066,19.561068,1,[19.561068]
5,1672483297386.124,49.632466,1,[49.632466]
6,1672483312616.1348,49.760424,1,[49.760424]
7,1672483327841.0657,92.488122,2,"[48.212171, 44.275951]"
8,1672483343093.0203,64.118529,2,"[49.596539, 14.52199]"
9,1672483358316.5369,68.847521,2,"[49.713288, 19.134233]"
10,1672483373537.0562,72.415517,2,"[49.977812, 22.437705]"
11,1672483388764.4966,113.17392799999999,3,"[50.081401, 14.336548, 48.755979]"
12,1672483404017.213,92.196939,3,"[43.220534, 14.04002, 34.936385]"
13,1672483419255.7175,102.757511,3,"[50.066254, 16.56977, 36.121487]"
14,1672483434477.0308,99.468923,3,"[34.010578, 16.240578, 49.217767]"
