,time,avg,replicas,for pod
0,1672260320459.449,30.316,1,[30.316]
1,1672260335717.4163,32.432,1,[32.432]
2,1672260350903.8936,31.312,1,[31.312]
3,1672260366077.972,116.792,4,"[31.76, 27.816, 27.344, 29.872]"
4,1672260381263.7656,30.932,1,[30.932]
5,1672260396438.263,30.728,1,[30.728]
6,1672260411617.6433,57.144,2,"[26.064, 31.08]"
7,1672260426811.0813,95.304,4,"[29.128, 30.516, 29.472, 6.188]"
8,1672260441991.1877,29.904,1,[29.904]
9,1672260457164.611,31.4,1,[31.4]
10,1672260472328.6562,31.244,1,[31.244]
11,1672260487696.9736,87.376,3,"[28.668, 27.4, 31.308]"
12,1672260502883.0505,30.548,1,[30.548]
13,1672260518068.5916,32.512,1,[32.512]
14,1672260533296.587,31.004,1,[31.004]
