,time,master,worker
0,1672479773899.7075,256.468324,6201.236834
1,1672479758864.8142,324.364491,5816.845056
2,1672479743838.6414,311.893476,5778.09451
3,1672479728807.7036,580.161377,5657.138441
4,1672479713778.47,320.267348,6570.873589
5,1672479698757.645,401.232321,5412.508856
6,1672479683735.844,279.185674,6730.672554
7,1672479668701.7395,255.08519,5664.173238
8,1672479653677.0176,259.150497,6033.034965
9,1672479638653.0247,526.51169,4913.93535
10,1672479623618.4265,298.089205,6306.135972
11,1672479608596.895,314.217588,4645.386649
12,1672479593574.417,313.419203,6294.565035
13,1672479578541.6206,504.610102,5428.281785
14,1672479563512.2512,419.535935,6166.257407
15,1672479548490.4873,426.648609,5192.251194
