,time,master,worker
0,1672487725047.1138,6169.464,11073.792
1,1672487710010.4072,6167.316,11411.172
2,1672487694988.8665,6166.884,11208.3
3,1672487679960.3682,6168.036,11424.648
4,1672487664927.3694,6168.352,11183.868
5,1672487649892.4365,6167.172,11394.972
6,1672487634867.6978,6195.136,11277.244
7,1672487619833.5627,6194.124,11469.596
8,1672487604799.8875,6193.108,11269.452
9,1672487589765.83,6190.892,11449.56
10,1672487574732.206,6190.14,11528.26
11,1672487559710.962,6189.564,11436.964
12,1672487544676.3691,6184.54,11516.2
13,1672487529647.8018,6156.804,11413.38
14,1672487514613.3372,6089.924,10734.296
15,1672487499569.5337,6157.292,11448.172
