,time,master,worker
0,1673456373230.2786,134.681617,5680.919192
1,1673456358194.9937,187.467606,6034.79615
2,1673456343166.7556,195.506541,6759.336977
3,1673456328132.5488,165.013296,5174.943378
4,1673456313097.2654,231.747597,6591.987297
5,1673456298077.7898,377.981907,5438.471635
6,1673456283044.0571,273.824154,6791.31124
7,1673456268010.166,214.54893,5375.747507
8,1673456252975.6863,198.736394,6640.582734
9,1673456237941.2427,162.864281,5332.763968
10,1673456222912.5728,180.374933,6652.088119
11,1673456207877.237,192.569929,5374.538863
12,1673456192842.912,192.866204,6614.028987
13,1673456177805.775,202.64303,5450.200652
14,1673456162770.685,510.480645,6797.732154
15,1673456147736.2695,301.327658,5620.295771
