,time,avg,replicas,for pod
0,1673456147961.586,34.424969,1,[34.424969]
1,1673456163136.7244,44.882606,1,[44.882606]
2,1673456178298.4731,50.06645,1,[50.06645]
3,1673456193461.7578,70.488962,2,"[49.869176, 20.619786]"
4,1673456208615.9104,67.210728,2,"[49.588746, 17.621982]"
5,1673456223781.8037,116.37115399999999,3,"[50.132246, 48.930627, 17.308281]"
6,1673456238945.7595,97.72955200000001,3,"[39.902513, 45.23892, 12.588119]"
7,1673456254109.6084,88.482204,3,"[21.592713, 49.711926, 17.177565]"
8,1673456269264.1204,137.65324800000002,4,"[27.093039, 36.928471, 48.107169, 25.524569]"
9,1673456284408.7405,46.784165,1,[46.784165]
10,1673456299557.7786,47.393452,1,[47.393452]
11,1673456314716.4258,49.540148,1,[49.540148]
12,1673456329864.3313,64.263029,2,"[14.503828, 49.759201]"
13,1673456345030.0955,69.37836200000001,2,"[19.232855, 50.145507]"
14,1673456360218.92,74.756713,2,"[24.175256, 50.581457]"
