,time,avg,replicas,for pod
0,1673456147961.586,37.372,1,[37.372]
1,1673456163136.7244,37.852,1,[37.852]
2,1673456178298.4731,38.508,1,[38.508]
3,1673456193461.7578,67.82000000000001,2,"[38.212, 29.608]"
4,1673456208615.9104,67.46,2,"[38.272, 29.188]"
5,1673456223781.8037,93.09200000000001,3,"[38.58, 25.528, 28.984]"
6,1673456238945.7595,103.784,3,"[38.332, 36.396, 29.056]"
7,1673456254109.6084,105.26400000000001,3,"[38.108, 37.304, 29.852]"
8,1673456269264.1204,132.992,4,"[29.172, 37.5, 37.6, 28.72]"
9,1673456284408.7405,38.56,1,[38.56]
10,1673456299557.7786,38.652,1,[38.652]
11,1673456314716.4258,38.876,1,[38.876]
12,1673456329864.3313,68.048,2,"[28.576, 39.472]"
13,1673456345030.0955,68.78,2,"[29.48, 39.3]"
14,1673456360218.92,67.888,2,"[28.688, 39.2]"
