,time,observed
0,1673456147961.586,5
1,1673456163136.7244,1
2,1673456178298.4731,1
3,1673456193461.7578,2
4,1673456208615.9104,2
5,1673456223781.8037,3
6,1673456238945.7595,3
7,1673456254109.6084,3
8,1673456269264.1204,4
9,1673456284408.7405,4
10,1673456299557.7786,1
11,1673456314716.4258,1
12,1673456329864.3313,2
13,1673456345030.0955,2
14,1673456360218.92,3
