,time,avg,replicas,for pod
0,1672481779903.1929,32.948,1,[32.948]
1,1672481795131.5435,109.74,4,"[30.272, 29.224, 25.068, 25.176]"
2,1672481810357.0764,240.88800000000003,8,"[26.652, 30.808, 35.092, 36.176, 27.704, 27.396, 27.888, 29.172]"
3,1672481825589.882,30.36,1,[30.36]
4,1672481840823.6533,32.552,1,[32.552]
5,1672481856078.4216,88.956,3,"[30.732, 28.86, 29.364]"
6,1672481871342.6091,62.92,2,"[31.948, 30.972]"
7,1672481886575.964,32.196,1,[32.196]
8,1672481901792.0747,87.664,3,"[31.196, 28.3, 28.168]"
9,1672481917004.6619,31.224,1,[31.224]
10,1672481932227.6443,32.556,1,[32.556]
11,1672481947446.494,87.43199999999999,3,"[30.724, 28.552, 28.156]"
12,1672481962796.5789,204.988,7,"[30.192, 34.684, 29.308, 28.052, 27.828, 27.168, 27.756]"
13,1672481978049.4937,91.616,3,"[30.456, 25.952, 35.208]"
14,1672481993354.4448,32.624,1,[32.624]
