,time,avg,replicas,for pod
0,1673516541187.5278,64.018039,2,"[14.418464, 49.599575]"
1,1673516556336.6985,69.4923,2,"[19.371316, 50.120984]"
2,1673516571485.4512,72.080332,2,"[22.073293, 50.007039]"
3,1673516586644.8586,65.63352,2,"[15.558127, 50.075393]"
4,1673516601799.1772,73.747506,2,"[24.405351, 49.342155]"
5,1673516616949.704,69.493851,2,"[20.151696, 49.342155]"
6,1673516632098.978,77.56811400000001,2,"[27.355713, 50.212401]"
7,1673516647254.777,81.52308,2,"[31.431997, 50.091083]"
8,1673516662395.6387,80.886528,2,"[35.800823, 45.085705]"
9,1673516677543.076,75.372888,2,"[25.471252, 49.901636]"
10,1673516692692.7556,75.869902,2,"[25.836378, 50.033524]"
11,1673516707842.0464,72.396744,2,"[22.69965, 49.697094]"
12,1673516722994.853,66.05231,2,"[15.688316, 50.363994]"
13,1673516738148.4019,66.535394,2,"[17.09396, 49.441434]"
14,1673516753295.707,63.815031999999995,2,"[13.805631, 50.009401]"
