,time,avg,replicas,for pod
0,1672488700322.366,102.95817699999999,3,"[30.614894, 50.059235, 22.284048]"
1,1672488715487.2014,119.54401399999999,4,"[28.013378, 30.614894, 49.93176, 10.983982]"
2,1672488730650.9922,96.020798,4,"[11.789989, 28.450308, 36.707052, 19.073449]"
3,1672488745810.6443,108.05839800000001,4,"[15.320534, 42.434089, 35.960979, 14.342796]"
4,1672488760977.98,126.92644299999999,4,"[17.127928, 47.912915, 49.074863, 12.810737]"
5,1672488776143.5837,49.074863,1,[49.074863]
6,1672488791290.6638,43.66096,1,[43.66096]
7,1672488806448.2058,86.616426,2,"[48.644421, 37.972005]"
8,1672488821595.0754,73.63263699999999,2,"[49.713013, 23.919624]"
9,1672488836760.8647,70.907087,2,"[49.853351, 21.053736]"
10,1672488851920.333,68.73764700000001,2,"[49.967995, 18.769652]"
11,1672488867104.229,109.20088099999998,3,"[49.841946, 38.121945, 21.23699]"
12,1672488882322.7454,91.83657199999999,3,"[49.935683, 29.118608, 12.782281]"
13,1672488897492.9187,109.910662,3,"[50.156536, 37.770572, 21.983554]"
14,1672488912662.547,38.333748,1,[38.333748]
