,time,observed
0,1672823609790.479,2
1,1672823624983.1863,3
2,1672823640189.3286,4
3,1672823655387.7812,4
4,1672823670591.9287,1
5,1672823685803.0193,1
6,1672823701057.2383,3
7,1672823716250.5098,3
8,1672823731442.5813,3
9,1672823746646.0273,3
10,1672823761853.6758,6
11,1672823777048.9402,6
12,1672823792247.0012,1
13,1672823807479.4514,1
14,1672823822678.5127,3
