,time,master,worker
0,1672823835270.0012,6325.08,11012.4
1,1672823820235.5002,6325.484,11458.0
2,1672823805215.242,6332.836,11134.192
3,1672823790180.3289,6330.856,11441.644
4,1672823775145.8413,6391.46,11227.6
5,1672823760121.9258,6387.084,11441.84
6,1672823745082.5322,6325.728,11215.364
7,1672823730048.051,6321.42,11394.712
8,1672823715011.9763,6325.388,11160.152
9,1672823699977.738,6326.236,11367.584
10,1672823684950.0498,6324.708,10976.444
11,1672823669915.0574,6323.672,11341.184
12,1672823654882.627,6353.096,11204.888
13,1672823639848.4673,6348.748,11397.316
14,1672823624812.3872,6321.552,11495.452
15,1672823609776.3977,6256.284,11375.168
