,time,avg,replicas,for pod
0,1672823609790.479,73.529416,2,"[23.679989, 49.849427]"
1,1672823624983.1863,77.039253,2,"[27.484231, 49.555022]"
2,1672823640189.3286,114.781139,4,"[19.243878, 14.551414, 42.130763, 38.855084]"
3,1672823655387.7812,110.737274,3,"[21.329614, 42.903899, 46.503761]"
4,1672823670591.9287,50.20599,1,[50.20599]
5,1672823685803.0193,49.404728,1,[49.404728]
6,1672823701057.2383,146.437519,3,"[47.857357, 49.967407, 48.612755]"
7,1672823716250.5098,103.258537,3,"[41.071226, 13.574556, 48.612755]"
8,1672823731442.5813,102.711297,3,"[48.602185, 12.90794, 41.201172]"
9,1672823746646.0273,104.870261,3,"[45.102093, 16.767606, 43.000562]"
10,1672823761853.6758,168.283957,6,"[37.209685, 16.039279, 37.410647, 20.267545, 11.704484, 45.652317]"
11,1672823777048.9402,20.368066,1,[20.368066]
12,1672823792247.0012,49.522742,1,[49.522742]
13,1672823807479.4514,49.465099,1,[49.465099]
14,1672823822678.5127,146.076618,3,"[49.979629, 47.65417, 48.442819]"
