,time,master,worker
0,1672483206207.0642,474.786423,5519.278141
1,1672483191174.2783,403.212016,6655.407814
2,1672483176141.1218,373.08449,4934.269091
3,1672483161110.4785,841.623834,6085.232969
4,1672483146075.4465,535.201193,5680.822916
5,1672483131043.925,422.669557,5808.26222
6,1672483116008.9836,355.629034,6039.670888
7,1672483100974.3733,568.731013,5891.08358
8,1672483085939.3977,268.623805,5911.593976
9,1672483070906.2783,440.354249,6308.09829
10,1672483055878.5334,279.352326,5578.163232
11,1672483040846.741,667.123608,6808.922244
12,1672483025819.4924,457.365534,5765.009153
13,1672483010784.7998,354.72474,6435.249447
14,1672482995750.925,834.00331,5573.636708
15,1672482980723.761,304.110586,6094.940943
