,time,observed
0,1672482980978.09,1
1,1672482996202.0425,4
2,1672483011441.0244,8
3,1672483026722.0757,1
4,1672483041947.9626,1
5,1672483057222.6616,5
6,1672483072480.3123,10
7,1672483087768.8826,1
8,1672483103000.3884,1
9,1672483118224.5542,5
10,1672483133461.122,10
11,1672483148735.754,1
12,1672483163967.0498,1
13,1672483179187.6396,5
14,1672483194444.6592,10
