,time,avg,replicas,for pod
0,1672483461215.8286,125.489218,4,"[48.351362, 24.930829, 15.814728, 36.392299]"
1,1672483476480.0117,113.961047,5,"[30.158335, 13.411696, 17.05506, 11.851897, 41.484059]"
2,1672483491714.849,127.04284899999999,5,"[39.930222, 17.590906, 13.066492, 16.592126, 39.863103]"
3,1672483506971.3066,241.890384,8,"[41.329435, 44.474757, 45.551438, 15.867093, 26.350888, 15.05132, 20.290939, 32.974514]"
4,1672483522176.1936,13.888956,1,[13.888956]
5,1672483537382.5408,46.621409,1,[46.621409]
6,1672483552601.4248,48.943127,1,[48.943127]
7,1672483567816.5925,121.076597,3,"[43.265791, 49.110711, 28.700095]"
8,1672483583047.2896,17.071341,1,[17.071341]
9,1672483598312.6475,48.697187,1,[48.697187]
10,1672483613531.5144,49.543353,1,[49.543353]
11,1672483628757.1465,77.499492,2,"[35.229313, 42.270179]"
12,1672483644009.507,22.70227,1,[22.70227]
13,1672483659213.8901,49.383647,1,[49.383647]
14,1672483674472.951,49.440662,1,[49.440662]
