,time,avg,replicas,for pod
0,1672483461215.8286,133.46800000000002,4,"[38.188, 29.132, 29.236, 36.912]"
1,1672483476480.0117,160.168,5,"[36.824, 27.944, 28.62, 29.224, 37.556]"
2,1672483491714.849,160.66,5,"[38.056, 28.04, 28.612, 29.268, 36.684]"
3,1672483506971.3066,253.168,8,"[31.508, 37.56, 33.048, 27.804, 28.328, 28.812, 29.352, 36.756]"
4,1672483522176.1936,29.712,1,[29.712]
5,1672483537382.5408,31.316,1,[31.316]
6,1672483552601.4248,30.052,1,[30.052]
7,1672483567816.5925,92.16,3,"[28.892, 33.788, 29.48]"
8,1672483583047.2896,29.26,1,[29.26]
9,1672483598312.6475,31.592,1,[31.592]
10,1672483613531.5144,31.504,1,[31.504]
11,1672483628757.1465,58.68,2,"[28.94, 29.74]"
12,1672483644009.507,30.456,1,[30.456]
13,1672483659213.8901,31.564,1,[31.564]
14,1672483674472.951,30.788,1,[30.788]
