,time,master,worker
0,1672479533876.5269,439.762758,6235.88472
1,1672479518840.534,281.211961,5531.248275
2,1672479503816.9133,705.24242,6593.910621
3,1672479488781.8235,496.420279,5811.959635
4,1672479473750.4521,410.823125,6055.787395
5,1672479458714.606,313.093607,6343.242275
6,1672479443686.0469,552.878527,5417.603779
7,1672479428658.9302,485.345333,6367.466664
8,1672479413623.5403,403.021075,4870.253573
9,1672479398602.0718,324.758868,6127.597461
10,1672479383575.8823,547.247688,5258.144282
11,1672479368554.3638,391.579624,6462.04555
12,1672479353519.0032,427.433572,5627.669097
13,1672479338496.578,281.826538,6408.224034
14,1672479323461.4924,857.117619,5719.618703
15,1672479308428.3933,441.69623,6409.510755
